implementation	class	kind	selector	types
0x002d0324	UILocalNotification	instance	setHasAction:	v12@0:4c8
0x002d03a0	UILocalNotification	instance	alertAction	@8@0:4
0x002d0404	UILocalNotification	instance	setAlertAction:	v12@0:4@8
0x002d0470	UILocalNotification	instance	alertLaunchImage	@8@0:4
0x002d04d4	UILocalNotification	instance	setAlertLaunchImage:	v12@0:4@8
0x002d0540	UILocalNotification	instance	soundName	@8@0:4
0x002d05a4	UILocalNotification	instance	setSoundName:	v12@0:4@8
0x002d0610	UILocalNotification	instance	applicationIconBadgeNumber	i8@0:4
0x002d0660	UILocalNotification	instance	setApplicationIconBadgeNumber:	v12@0:4i8
0x002d06d4	UILocalNotification	instance	userInfo	@8@0:4
0x002d0738	UILocalNotification	instance	setUserInfo:	v12@0:4@8
0x002d07a4	UILocalNotification	instance	timeZone	@8@0:4
0x002d0808	UILocalNotification	instance	setTimeZone:	v12@0:4@8
0x002d0874	UILocalNotification	instance	setPictureFromPath:	v12@0:4@8
0x002d08e0	UILocalNotification	instance	setIconFromPath:	v12@0:4@8
0x002d094c	UILocalNotification	instance	encodeWithCoder:	v12@0:4@8
0x002d0d78	UILocalNotification	instance	initWithCoder:	@12@0:4@8
0x002d1244	UILocalNotification	instance	_proxy	@8@0:4
0x002d1280	UILocalNotification	instance	repeatInterval	I8@0:4
0x002d12bc	UILocalNotification	instance	setRepeatInterval:	v12@0:4I8
0x002d1300	UILocalNotification	instance	repeatCalendar	@8@0:4
0x002d1334	UILocalNotification	instance	setRepeatCalendar:	v12@0:4@8
0x002d13b0	UITapGestureRecognizer	instance	_type	i8@0:4
0x002d13cc	UITapGestureRecognizer	instance	initWithTarget:action:	@16@0:4@8:12
0x002d1528	UITapGestureRecognizer	instance	dealloc	v8@0:4
0x002d1628	UITapGestureRecognizer	instance	reset	v8@0:4
0x002d1740	UITapGestureRecognizer	instance	touchesBegan:withEvent:	v16@0:4@8@12
0x002d22a8	UITapGestureRecognizer	instance	touchesMoved:withEvent:	v16@0:4@8@12
0x002d2420	UITapGestureRecognizer	instance	touchesEnded:withEvent:	v16@0:4@8@12
0x002d2520	UITapGestureRecognizer	instance	touchesCancelled:withEvent:	v16@0:4@8@12
0x002d257c	UITapGestureRecognizer	instance	numberOfTapsRequired	I8@0:4
0x002d25b8	UITapGestureRecognizer	instance	setNumberOfTapsRequired:	v12@0:4I8
0x002d25fc	UITapGestureRecognizer	instance	numberOfTouchesRequired	I8@0:4
0x002d2638	UITapGestureRecognizer	instance	setNumberOfTouchesRequired:	v12@0:4I8
0x002d26b0	UIPanGestureRecognizer	instance	initWithTarget:action:	@16@0:4@8:12
0x002d2a08	UIPanGestureRecognizer	instance	dealloc	v8@0:4
0x002d2acc	UIPanGestureRecognizer	instance	reset	v8@0:4
0x002d2d3c	UIPanGestureRecognizer	instance	_updateCenterPointAtTime:	v16@0:4d8
0x002d3298	UIPanGestureRecognizer	instance	_translate	v8@0:4
0x002d35ec	UIPanGestureRecognizer	instance	_canBeginPanning	c8@0:4
0x002d37bc	UIPanGestureRecognizer	instance	touchesBegan:withEvent:	v16@0:4@8@12
0x002d3b74	UIPanGestureRecognizer	instance	touchesMoved:withEvent:	v16@0:4@8@12
0x002d409c	UIPanGestureRecognizer	instance	touchesEnded:withEvent:	v16@0:4@8@12
0x002d41a4	UIPanGestureRecognizer	instance	touchesCancelled:withEvent:	v16@0:4@8@12
0x002d454c	UIPanGestureRecognizer	instance	locationInView:	{CGPoint=ff}12@0:4@8
0x002d4674	UIPanGestureRecognizer	instance	locationOfTouch:inView:	{CGPoint=ff}16@0:4I8@12
0x002d47ec	UIPanGestureRecognizer	instance	velocityInView:	{CGPoint=ff}12@0:4@8
0x002d491c	UIPanGestureRecognizer	instance	translationInView:	{CGPoint=ff}12@0:4@8
0x002d4970	UIPanGestureRecognizer	instance	setTranslation:inView:	v20@0:4{CGPoint=ff}8@16
0x002d4ab4	UIPanGestureRecognizer	instance	minimumNumberOfTouches	I8@0:4
0x002d4af0	UIPanGestureRecognizer	instance	setMinimumNumberOfTouches:	v12@0:4I8
0x002d4b34	UIPanGestureRecognizer	instance	maximumNumberOfTouches	I8@0:4
0x002d4b70	UIPanGestureRecognizer	instance	setMaximumNumberOfTouches:	v12@0:4I8
0x002d4be4	UIPageViewController	instance	delegate	@8@0:4
0x002d4c20	UIPageViewController	instance	setDelegate:	v12@0:4@8
0x002d4c64	UIPageViewController	instance	dataSource	@8@0:4
0x002d4ca0	UIPageViewController	instance	setDataSource:	v12@0:4@8
0x002d4ce4	UIPageViewController	instance	transitionStyle	i8@0:4
0x002d4d20	UIPageViewController	instance	navigationOrientation	i8@0:4
0x002d4d5c	UIPageViewController	instance	spineLocation	i8@0:4
0x002d4d98	UIPageViewController	instance	isDoubleSided	c8@0:4
0x002d4dd4	UIPageViewController	instance	setDoubleSided:	v12@0:4c8
0x002d4e18	UIPageViewController	instance	gestureRecognizers	@8@0:4
0x002d4e54	UIPageViewController	instance	viewControllers	@8@0:4
0x002d4ec0	UISplitViewController	instance	initWithNibName:bundle:	@16@0:4@8@12
0x002d4f60	UISplitViewController	instance	initWithCoder:	@12@0:4@8
0x002d4ff8	UISplitViewController	instance	dealloc	v8@0:4
0x002d5064	UISplitViewController	instance	encodeWithCoder:	v12@0:4@8
0x002d507c	UISplitViewController	instance	viewControllers	@8@0:4
0x002d50b0	UISplitViewController	instance	setViewControllers:	v12@0:4@8
0x002d50fc	UISplitViewController	instance	delegate	@8@0:4
0x002d5138	UISplitViewController	instance	setDelegate:	v12@0:4@8
0x002d517c	UISplitViewController	instance	presentsWithGesture	c8@0:4
0x002d51b8	UISplitViewController	instance	setPresentsWithGesture:	v12@0:4c8
0x002d522c	UIClassSwapper	class	swapperForObject:withClassName:	@16@0:4@8@12
0x002d52d4	UIClassSwapper	instance	initWithObject:andClassName:	@16@0:4@8@12
0x002d5408	UIClassSwapper	instance	initWithCoder:	@12@0:4@8
0x002d57a8	UIClassSwapper	instance	dealloc	v8@0:4
0x002d58a8	UIClassSwapper	instance	encodeWithCoder:	v12@0:4@8
0x002d5988	UIClassSwapper	instance	object	@8@0:4
0x002d59c4	UIClassSwapper	instance	className	@8@0:4
0x002d5ef8	UICustomObject	instance	initWithCoder:	@12@0:4@8
0x002d5f70	UICustomObject	instance	encodeWithCoder:	v12@0:4@8
0x002d5fb8	UIImageNibPlaceholder	instance	initWithData:andRuntimeResourceName:	@16@0:4@8@12
0x002d60a4	UIImageNibPlaceholder	instance	initWithContentsOfFile:andRuntimeResourceName:	@16@0:4@8@12
0x002d6190	UIImageNibPlaceholder	instance	initWithCoder:	@12@0:4@8
0x002d62f8	UIImageNibPlaceholder	instance	dealloc	v8@0:4
0x002d63bc	UIImageNibPlaceholder	instance	encodeWithCoder:	v12@0:4@8
0x002d67f0	UINib	class	nibWithNibName:bundle:	@16@0:4@8@12
0x002d68c0	UINib	class	nibWithData:bundle:	@16@0:4@8@12
0x002d6974	UINib	instance	initWithNibName:directory:bundle:	@20@0:4@8@12@16
0x002d6c1c	UINib	instance	initWithData:bundle:	@16@0:4@8@12
0x002d6e2c	UINib	instance	initWithBundle:	@12@0:4@8
0x002d6f7c	UINib	instance	initWithCoder:	@12@0:4@8
0x002d7454	UINib	instance	dealloc	v8@0:4
0x002d7610	UINib	instance	encodeWithCoder:	v12@0:4@8
0x002d7628	UINib	instance	didReceiveMemoryWarning:	v12@0:4@8
0x002d76e0	UINib	instance	_registerForMemoryWarningIfNeeded	v8@0:4
0x002d7818	UINib	instance	effectiveBundle	@8@0:4
0x002d78e0	UINib	instance	bundleResourcePath	@8@0:4
0x002d7ab8	UINib	instance	nibDataForPath:	@12@0:4@8
0x002d7ce0	UINib	instance	lazyArchiveData	@8@0:4
0x002d7ffc	UINib	instance	unarchiverForInstantiatingReturningError:	@12@0:4^@8
0x002d8558	UINib	instance	instantiateWithOwner:options:	@16@0:4@8@12
0x002d981c	UINib	instance	identifierForStringsFile	@8@0:4
0x002d9880	UINib	instance	setIdentifierForStringsFile:	v12@0:4@8
0x002e3e7c	UINibKeyValuePair	instance	initWithObject:keyPath:value:	@20@0:4@8@12@16
0x002e3ff4	UINibKeyValuePair	instance	initWithCoder:	@12@0:4@8
0x002e41e0	UINibKeyValuePair	instance	encodeWithCoder:	v12@0:4@8
0x002e4310	UINibKeyValuePair	instance	dealloc	v8@0:4
0x002e4444	UINibKeyValuePair	instance	applyForSimulator	v8@0:4
0x002e457c	UINibKeyValuePair	instance	apply	v8@0:4
0x002e4630	UINibKeyValuePair	instance	value	@8@0:4
0x002e466c	UINibKeyValuePair	instance	keyPath	@8@0:4
0x002e46a8	UINibKeyValuePair	instance	object	@8@0:4
0x002e4d2c	UIProxyObject	class	removeMappingsForCoder:	v12@0:4@8
0x002e4d94	UIProxyObject	class	mappedObjectForCoder:withIdentifier:	@16@0:4@8@12
0x002e4ee8	UIProxyObject	class	addMappings:forCoder:	v16@0:4@8@12
0x002e5104	UIProxyObject	class	addMappingFromIdentifier:toObject:forCoder:	v20@0:4@8@12@16
0x002e5144	UIProxyObject	class	proxyDecodingMap	^{__CFDictionary=}8@0:4
0x002e5174	UIProxyObject	instance	initWithCoder:	@12@0:4@8
0x002e5408	UIProxyObject	instance	dealloc	v8@0:4
0x002e54cc	UIProxyObject	instance	encodeWithCoder:	v12@0:4@8
0x002e5520	UIProxyObject	instance	proxiedObjectIdentifier	@8@0:4
0x002e5558	UIProxyObject	instance	setProxiedObjectIdentifier:	v12@0:4@8
0x002e723c	UIRuntimeEventConnection	instance	initWithCoder:	@12@0:4@8
0x002e7340	UIRuntimeEventConnection	instance	encodeWithCoder:	v12@0:4@8
0x002e741c	UIRuntimeEventConnection	instance	target	@8@0:4
0x002e7468	UIRuntimeEventConnection	instance	action	:8@0:4
0x002e74b8	UIRuntimeEventConnection	instance	connect	v8@0:4
0x002e7530	UIRuntimeEventConnection	instance	connectForSimulator	v8@0:4
0x002e7604	UIRuntimeEventConnection	instance	description	@8@0:4
0x002e7bf4	UIRuntimeEventConnection	instance	eventMask	I8@0:4
0x002e7c30	UIRuntimeEventConnection	instance	setEventMask:	v12@0:4I8
0x002e8970	UIRuntimeOutletConnection	instance	connect	v8@0:4
0x002e8a64	UIRuntimeOutletConnection	instance	connectForSimulator	v8@0:4
0x002e8c00	UIRuntimeOutletConnection	instance	description	@8@0:4
0x002e9540	UIFontDescriptor	class	fontDescriptorWithFontAttributes:	@12@0:4@8
0x002e95e0	UIFontDescriptor	class	fontDescriptorWithName:matrix:	@36@0:4@8{CGAffineTransform=ffffff}12
0x002e97c8	UIFontDescriptor	class	fontDescriptorWithName:size:	@16@0:4@8f12
0x002e999c	UIFontDescriptor	instance	initWithCoder:	@12@0:4@8
0x002e9a98	UIFontDescriptor	instance	initWithFontAttributes:	@12@0:4@8
0x002e9cb8	UIFontDescriptor	instance	dealloc	v8@0:4
0x002e9d7c	UIFontDescriptor	instance	encodeWithCoder:	v12@0:4@8
0x002e9dd0	UIFontDescriptor	instance	copyWithZone:	@12@0:4^{_NSZone=}8
0x002e9dec	UIFontDescriptor	instance	objectForKey:	@12@0:4@8
0x002e9e64	UIFontDescriptor	instance	fontAttributes	@8@0:4
0x002e9ea0	UIFontDescriptor	instance	matrix	{CGAffineTransform=ffffff}8@0:4
0x002e9f88	UIFontDescriptor	instance	pointSize	f8@0:4
0x002ea014	UIFontDescriptor	instance	postscriptName	@8@0:4
0x002ea030	UIFontDescriptor	instance	symbolicTraits	I8@0:4
0x002ea108	UISegment	instance	initWithCoder:	@12@0:4@8
0x002ea344	UISegment	instance	encodeWithCoder:	v12@0:4@8
0x002ea398	UISegment	instance	title	@8@0:4
0x002ea3d0	UISegment	instance	setTitle:	v12@0:4@8
0x002ea41c	UISegment	instance	position	i8@0:4
0x002ea458	UISegment	instance	setPosition:	v12@0:4i8
0x002eaa64	UIPasteboard	instance	initWithName:	@12@0:4@8
0x002eabcc	UIPasteboard	instance	dealloc	v8@0:4
0x002eaccc	UIPasteboard	instance	string	@8@0:4
0x002eae8c	UIPasteboard	class	generalPasteboard	@8@0:4
0x002eaef0	UIPasteboard	class	pasteboardWithName:create:	@16@0:4@8c12
0x002eb4d0	UIPasteboard	class	pasteboardWithUniqueName	@8@0:4
0x002eb658	UIPasteboard	class	removePasteboardWithName:	v12@0:4@8
0x002eb6c4	UIPasteboard	instance	numberOfItems	i8@0:4
0x002eb728	UIPasteboard	instance	setItems:	v12@0:4@8
0x002eb808	UIPasteboard	instance	items	@8@0:4
0x002eb844	UIPasteboard	instance	addItems:	v12@0:4@8
0x002eb924	UIPasteboard	instance	setValue:forPasteboardType:	v16@0:4@8@12
0x002eba5c	UIPasteboard	instance	setData:forPasteboardType:	v16@0:4@8@12
0x002ebc6c	UIPasteboard	instance	valueForPasteboardType:	@12@0:4@8
0x002ebed4	UIPasteboard	instance	setString:	v12@0:4@8
0x002ec2ec	UIPasteboard	instance	isGeneralPasteboard	c8@0:4
0x002ec364	UIPasteboard	instance	isClipDataAvailable	c8@0:4
0x002ec3d0	UIPasteboard	instance	isPersistent	c8@0:4
0x002ec40c	UIPasteboard	instance	setPersistent:	v12@0:4c8
0x002ec450	UIPasteboard	instance	changeCount	i8@0:4
0x002ec48c	UIPasteboard	instance	name	@8@0:4
0x002ec7dc	UIBezierPath	instance	init	@8@0:4
0x002ec890	UIBezierPath	instance	setCGPath:	v12@0:4^{__CGPath=}8
0x002ec904	UIBezierPath	instance	mutablePath	^{__CGPath=}8@0:4
0x002ec940	UIBezierPath	instance	CGPath	^{__CGPath=}8@0:4
0x002ec97c	UIBezierPath	instance	isEmpty	c8@0:4
0x002ec9d4	UIBezierPath	instance	bounds	{CGRect={CGPoint=ff}{CGSize=ff}}8@0:4
0x002eca40	UIBezierPath	instance	currentPoint	{CGPoint=ff}8@0:4
0x002ecaac	UIBezierPath	class	bezierPath	@8@0:4
0x002ecb48	UIBezierPath	class	bezierPathWithRect:	@24@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8
0x002ecc04	UIBezierPath	class	bezierPathWithOvalInRect:	@24@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8
0x002eccc0	UIBezierPath	class	bezierPathWithRoundedRect:cornerRadius:	@28@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8f24
0x002ecd80	UIBezierPath	class	bezierPathWithArcCenter:radius:startAngle:endAngle:clockwise:	@32@0:4{CGPoint=ff}8f16f20f24c28
0x002ece98	UIBezierPath	class	bezierPathWithCGPath:	@12@0:4^{__CGPath=}8
0x002ecf2c	UIBezierPath	instance	moveToPoint:	v16@0:4{CGPoint=ff}8
0x002ecfa0	UIBezierPath	instance	addLineToPoint:	v16@0:4{CGPoint=ff}8
0x002ed014	UIBezierPath	instance	addCurveToPoint:controlPoint1:controlPoint2:	v32@0:4{CGPoint=ff}8{CGPoint=ff}16{CGPoint=ff}24
0x002ed0d8	UIBezierPath	instance	addQuadCurveToPoint:controlPoint:	v24@0:4{CGPoint=ff}8{CGPoint=ff}16
0x002ed174	UIBezierPath	instance	addArcWithCenter:radius:startAngle:endAngle:clockwise:	v32@0:4{CGPoint=ff}8f16f20f24c28
0x002ed250	UIBezierPath	instance	closePath	v8@0:4
0x002ed2a0	UIBezierPath	instance	removeAllPoints	v8@0:4
0x002ed314	UIBezierPath	instance	appendPath:	v12@0:4@8
0x002ed3b8	UIBezierPath	instance	containsPoint:	c16@0:4{CGPoint=ff}8
0x002ed460	UIBezierPath	instance	setLineDash:count:phase:	v20@0:4r^f8i12f16
0x002ed4a4	UIBezierPath	instance	fill	v8@0:4
0x002ed55c	UIBezierPath	instance	stroke	v8@0:4
0x002ed5e4	UIBezierPath	instance	_setContextPath	v8@0:4
0x002ed734	UIBezierPath	instance	fillWithBlendMode:alpha:	v16@0:4i8f12
0x002ed788	UIBezierPath	instance	strokeWithBlendMode:alpha:	v16@0:4i8f12
0x002ed7dc	UIBezierPath	instance	addClip	v8@0:4
0x002ed800	UIBezierPath	instance	dealloc	v8@0:4
0x002ed89c	UIBezierPath	instance	lineWidth	f8@0:4
0x002ed8d8	UIBezierPath	instance	setLineWidth:	v12@0:4f8
0x002ed920	UIBezierPath	instance	lineCapStyle	i8@0:4
0x002ed95c	UIBezierPath	instance	setLineCapStyle:	v12@0:4i8
0x002ed9a0	UIBezierPath	instance	lineJoinStyle	i8@0:4
0x002ed9dc	UIBezierPath	instance	setLineJoinStyle:	v12@0:4i8
0x002eda20	UIBezierPath	instance	miterLimit	f8@0:4
0x002eda5c	UIBezierPath	instance	setMiterLimit:	v12@0:4f8
0x002edaa4	UIBezierPath	instance	flatness	f8@0:4
0x002edae0	UIBezierPath	instance	setFlatness:	v12@0:4f8
0x002edb28	UIBezierPath	instance	usesEvenOddFillRule	c8@0:4
0x002edb64	UIBezierPath	instance	setUsesEvenOddFillRule:	v12@0:4c8
0x002edbd8	UISearchDisplayController	instance	initWithCoder:	@12@0:4@8
0x002edc58	UISearchDisplayController	instance	delegate	@8@0:4
0x002edc94	UISearchDisplayController	instance	setDelegate:	v12@0:4@8
0x002edcd8	UISearchDisplayController	instance	isActive	c8@0:4
0x002edd14	UISearchDisplayController	instance	setActive:	v12@0:4c8
0x002edd58	UISearchDisplayController	instance	searchBar	@8@0:4
0x002edd94	UISearchDisplayController	instance	searchContentsController	@8@0:4
0x002eddd0	UISearchDisplayController	instance	searchResultsTableView	@8@0:4
0x002ede0c	UISearchDisplayController	instance	searchResultsDataSource	@8@0:4
0x002ede48	UISearchDisplayController	instance	setSearchResultsDataSource:	v12@0:4@8
0x002ede8c	UISearchDisplayController	instance	searchResultsDelegate	@8@0:4
0x002edec8	UISearchDisplayController	instance	setSearchResultsDelegate:	v12@0:4@8
0x002edf0c	UISearchDisplayController	instance	searchResultsTitle	@8@0:4
0x002edf40	UISearchDisplayController	instance	setSearchResultsTitle:	v12@0:4@8
0x002edf8c	UISearchDisplayController	instance	displaysSearchBarInNavigationBar	c8@0:4
0x002edfc8	UISearchDisplayController	instance	setDisplaysSearchBarInNavigationBar:	v12@0:4c8
0x002ee00c	UISearchDisplayController	instance	navigationItem	@8@0:4
0x002ee078	UITextInputMode	class	currentInputMode	@8@0:4
0x002ee188	UITextInputMode	class	activeInputModes	@8@0:4
0x002ee200	UITextInputMode	instance	primaryLanguage	@8@0:4
0x002ee23c	UITextRange	instance	isEmpty	c8@0:4
0x002ee278	UITextRange	instance	start	@8@0:4
0x002ee2b4	UITextRange	instance	end	@8@0:4
0x002ee320	UILocalizedIndexedCollation	class	currentCollation	@8@0:4
0x002ee430	UILocalizedIndexedCollation	instance	init	@8@0:4
0x002ee6b0	UILocalizedIndexedCollation	instance	dealloc	v8@0:4
0x002ee7b0	UILocalizedIndexedCollation	instance	sectionForSectionIndexTitleAtIndex:	i12@0:4i8
0x002ee7cc	UILocalizedIndexedCollation	instance	sortedArrayFromArray:collationStringSelector:	@16@0:4@8:12
0x002ee94c	UILocalizedIndexedCollation	instance	sectionForObject:collationStringSelector:	i16@0:4@8:12
0x002eeabc	UILocalizedIndexedCollation	instance	sectionTitles	@8@0:4
0x002eeaf8	UILocalizedIndexedCollation	instance	sectionIndexTitles	@8@0:4
0x002ef288	NSParagraphStyle	instance	init	@8@0:4
0x002ef4d4	NSParagraphStyle	instance	_initWithParagraphStyle:	@12@0:4@8
0x002ef98c	NSParagraphStyle	class	defaultParagraphStyle	@8@0:4
0x002efa9c	NSParagraphStyle	class	defaultWritingDirectionForLanguage:	I12@0:4@8
0x002efabc	NSParagraphStyle	instance	copyWithZone:	@12@0:4^{_NSZone=}8
0x002efb0c	NSParagraphStyle	instance	mutableCopyWithZone:	@12@0:4^{_NSZone=}8
0x002efb94	NSParagraphStyle	instance	initWtihCoder:	@12@0:4@8
0x002f00bc	NSParagraphStyle	instance	encodeWithCoder:	v12@0:4@8
0x002f0528	NSParagraphStyle	instance	paragraphStyle	^{__CTParagraphStyle=}8@0:4
0x002f09b4	NSParagraphStyle	instance	dealloc	v8@0:4
0x002f0a78	NSParagraphStyle	instance	lineSpacing	f8@0:4
0x002f0ac0	NSParagraphStyle	instance	paragraphSpacing	f8@0:4
0x002f0b08	NSParagraphStyle	instance	alignment	I8@0:4
0x002f0b44	NSParagraphStyle	instance	headIndent	f8@0:4
0x002f0b8c	NSParagraphStyle	instance	tailIndent	f8@0:4
0x002f0bd4	NSParagraphStyle	instance	firstLineHeadIndent	f8@0:4
0x002f0c1c	NSParagraphStyle	instance	minimumLineHeight	f8@0:4
0x002f0c64	NSParagraphStyle	instance	maximumLineHeight	f8@0:4
0x002f0cac	NSParagraphStyle	instance	lineBreakMode	i8@0:4
0x002f0ce8	NSParagraphStyle	instance	baseWritingDirection	I8@0:4
0x002f0d24	NSParagraphStyle	instance	lineHeightMultiple	f8@0:4
0x002f0d6c	NSParagraphStyle	instance	paragraphSpacingBefore	f8@0:4
0x002f0db4	NSParagraphStyle	instance	hyphenationFactor	f8@0:4
0x002f0dfc	NSMutableParagraphStyle	instance	copyWithZone:	@12@0:4^{_NSZone=}8
0x002f0e90	NSMutableParagraphStyle	instance	setLineSpacing:	v12@0:4f8
0x002f0ed8	NSMutableParagraphStyle	instance	setParagraphSpacing:	v12@0:4f8
0x002f0f20	NSMutableParagraphStyle	instance	setAlignment:	v12@0:4I8
0x002f0f64	NSMutableParagraphStyle	instance	setFirstLineHeadIndent:	v12@0:4f8
0x002f0fac	NSMutableParagraphStyle	instance	setHeadIndent:	v12@0:4f8
0x002f0ff4	NSMutableParagraphStyle	instance	setTailIndent:	v12@0:4f8
0x002f103c	NSMutableParagraphStyle	instance	setLineBreakMode:	v12@0:4i8
0x002f1080	NSMutableParagraphStyle	instance	setMinimumLineHeight:	v12@0:4f8
0x002f10c8	NSMutableParagraphStyle	instance	setMaximumLineHeight:	v12@0:4f8
0x002f1110	NSMutableParagraphStyle	instance	setBaseWritingDirection:	v12@0:4I8
0x002f1154	NSMutableParagraphStyle	instance	setLineHeightMultiple:	v12@0:4f8
0x002f119c	NSMutableParagraphStyle	instance	setParagraphSpacingBefore:	v12@0:4f8
0x002f11e4	NSMutableParagraphStyle	instance	setHyphenationFactor:	v12@0:4f8
0x002f1350	UITouchEvent	class	load	v8@0:4
0x002f148c	UITouchEvent	class	touchEvent	@8@0:4
0x002f159c	UITouchEvent	instance	init	@8@0:4
0x002f17fc	UITouchEvent	instance	release	Vv8@0:4
0x002f1810	UITouchEvent	instance	autorelease	@8@0:4
0x002f1828	UITouchEvent	instance	beginTouchUpdates	v8@0:4
0x002f1964	UITouchEvent	instance	updateTouch:location:phase:	v24@0:4I8{CGPoint=ff}12i20
0x002f1b7c	UITouchEvent	instance	_updateTouch:x:y:phase:	v24@0:4I8f12f16i20
0x002f1c60	UITouchEvent	instance	endTouchUpdates	v8@0:4
0x002f2010	UITouchEvent	instance	type	i8@0:4
0x002f202c	UITouchEvent	instance	subtype	i8@0:4
0x002f2048	UITouchEvent	instance	timestamp	d8@0:4
0x002f2084	UITouchEvent	instance	allTouches	@8@0:4
0x002f20c0	UITouchEvent	instance	touchesForWindow:	@12@0:4@8
0x002f235c	UITouchEvent	instance	touchesForView:	@12@0:4@8
0x002f25f8	UITouchEvent	instance	touchesForGestureRecognizer:	@12@0:4@8
0x002f28cc	UITouchEvent	instance	_tapCountAtPoint:	I16@0:4{CGPoint=ff}8
0x002f2b78	UITouchEvent	instance	_addTap:	v12@0:4@8
0x002f2f24	UIDocument	instance	fileURL	@8@0:4
0x002f2f64	UIDocument	instance	localizedName	@8@0:4
0x002f2f98	UIDocument	instance	fileType	@8@0:4
0x002f2fcc	UIDocument	instance	fileModificationDate	@8@0:4
0x002f3000	UIDocument	instance	setFileModificationDate:	v12@0:4@8
0x002f304c	UIDocument	instance	documentState	I8@0:4
0x002f3084	UIDocument	instance	undoManager	@8@0:4
0x002f30b8	UIDocument	instance	setUndoManager:	v12@0:4@8
0x002f31b8	NSLayoutConstraint	instance	initWithCoder:	@12@0:4@8
0x002f324c	NSLayoutConstraint	instance	encodeWithCoder:	v12@0:4@8
0x002f3264	NSLayoutConstraint	class	constraintsWithVisualFormat:options:metrics:views:	@24@0:4@8I12@16@20
0x002f32ec	NSLayoutConstraint	class	constraintWithItem:attribute:relatedBy:toItem:attribute:multiplier:constant:	@36@0:4@8i12i16@20i24f28f32
0x002f338c	NSLayoutConstraint	instance	priority	f8@0:4
0x002f33d0	NSLayoutConstraint	instance	setPriority:	v12@0:4f8
0x002f3418	NSLayoutConstraint	instance	shouldBeArchived	c8@0:4
0x002f3454	NSLayoutConstraint	instance	setShouldBeArchived:	v12@0:4c8
0x002f3494	NSLayoutConstraint	instance	constant	f8@0:4
0x002f34d8	NSLayoutConstraint	instance	setConstant:	v12@0:4f8
0x002f3520	NSLayoutConstraint	instance	firstItem	@8@0:4
0x002f3560	NSLayoutConstraint	instance	firstAttribute	i8@0:4
0x002f3598	NSLayoutConstraint	instance	relation	i8@0:4
0x002f35d0	NSLayoutConstraint	instance	secondItem	@8@0:4
0x002f3610	NSLayoutConstraint	instance	secondAttribute	i8@0:4
0x002f3648	NSLayoutConstraint	instance	multiplier	f8@0:4
0x002f368c	_UILayoutSupportConstraint	instance	initWithCoder:	@12@0:4@8
0x002f371c	_UILayoutSupportConstraint	instance	encodeWithCoder:	v12@0:4@8
0x002f37c0	UIMenuController	instance	isMenuVisible	c8@0:4
0x002f37fc	UIMenuController	instance	setMenuVisible:	v12@0:4c8
0x002f3840	UIMenuController	instance	arrowDirection	i8@0:4
0x002f387c	UIMenuController	instance	setArrowDirection:	v12@0:4i8
0x002f38c0	UIMenuController	instance	menuItems	@8@0:4
0x002f38f4	UIMenuController	instance	setMenuItems:	v12@0:4@8
0x002f3940	UIMenuController	instance	menuFrame	{CGRect={CGPoint=ff}{CGSize=ff}}8@0:4
0x002f39c8	UICollectionViewController	instance	collectionView	@8@0:4
0x002f3a04	UICollectionViewController	instance	setCollectionView:	v12@0:4@8
0x002f3a50	UICollectionViewController	instance	clearsSelectionOnViewWillAppear	c8@0:4
0x002f3a8c	UICollectionViewController	instance	setClearsSelectionOnViewWillAppear:	v12@0:4c8
0x002f3ad0	UICollectionViewController	instance	useLayoutToLayoutNavigationTransitions	c8@0:4
0x002f3b0c	UICollectionViewController	instance	setUseLayoutToLayoutNavigationTransitions:	v12@0:4c8
0x002f3b50	UICollectionViewController	instance	layout	@8@0:4
0x002f3c84	UIAccessibility	instance	dealloc	v8@0:4
0x002f3dfc	UIAccessibility	instance	isAccessibilityElement	c8@0:4
0x002f3e38	UIAccessibility	instance	setIsAccessibilityElement:	v12@0:4c8
0x002f3e7c	UIAccessibility	instance	accessibilityLabel	@8@0:4
0x002f3eb0	UIAccessibility	instance	setAccessibilityLabel:	v12@0:4@8
0x002f3efc	UIAccessibility	instance	accessibilityHint	@8@0:4
0x002f3f30	UIAccessibility	instance	setAccessibilityHint:	v12@0:4@8
0x002f3f7c	UIAccessibility	instance	accessibilityValue	@8@0:4
0x002f3fb0	UIAccessibility	instance	setAccessibilityValue:	v12@0:4@8
0x002f3ffc	UIAccessibility	instance	accessibilityTraits	Q8@0:4
0x002f4040	UIAccessibility	instance	setAccessibilityTraits:	v16@0:4Q8
0x002f4080	UIAccessibility	instance	accessibilityFrame	{CGRect={CGPoint=ff}{CGSize=ff}}8@0:4
0x002f40d8	UIAccessibility	instance	setAccessibilityFrame:	v24@0:4{CGRect={CGPoint=ff}{CGSize=ff}}8
0x002f414c	UIAccessibility	instance	accessibilityPath	@8@0:4
0x002f4180	UIAccessibility	instance	setAccessibilityPath:	v12@0:4@8
0x002f41cc	UIAccessibility	instance	accessibilityActivationPoint	{CGPoint=ff}8@0:4
